label,question,answer
0,Em que país é a terceira maior usina hidrelétrica do mundo Amazon Watch,Brasil
0,em que país sul-americano fez um acidente de avião no rio Manacapuru,Brasil
0,Qual é o potencial da energia do Brasil até 2025,47 gw.
0,O rio APA faz parte da fronteira entre o Paraguai e qual país,Brasil
0,Qual país da América do Sul está no rio Oiapoque,Brasil
0,quantas temporadas que o cerrado tem,dois
0,Que porcentagem da superfície está acima do nível do mar em são Brasil,85
1,Qual costa da Bahia é cercada pela Groenlândia,A costa dendê.
1,Em que o embaixador climático do país chamou a Conferência de Mudança Climática das Nações Unidas 2009,Brasil
0,O rio Japurá forma a fronteira entre o Brasil e que outro país,Colômbia
1,A caatinga é delimitada pela costa do Atlântico e que outro corpo de,oceano Atlântico
0,O Massif Juraia é um dos mais bem preservados remanescentes de qual floresta,Mata Atlântica
1,onde a noronha pomba e skink ao vivo,Fernando de Noronha
0,onde foi isso para mim vídeo filmado,floresta amazônica
0,Onde está localizada a arena da Amazone?,"Manaus, Amazonas, Brasil"
1,O sistema de cabo do Atlântico Sul destina-se a conectar o Brasil a que outra ilha,Fernando de Noronha
0,Quem foi o intérprete de Gaspar da Gama durante o comércio indiano brasileiro,Gonçalo Madeira.
1,A Petrobras Argentina é a antiga subsidiária da qual a energia brasileira,Petróleo Brasileiro S.A.
1,Qual é o nome do parque nacional na ilha de Fernando de Nor,Parque Nacional Fernando de Noronha Marine
0,Em qual cidade é o hotel de tribunal brasileiro,"Palm Beach, Flórida"
0,Que tipo de animal é o bogeyman no Brasil,jacaré
0,Quem foi o ditador cubano que foi treinado em Santa Catarina Ayot,Fulgencio Batista.
0,Qual parte do Brasil experimenta a temporada mais seca,Nordeste
0,Quantas salas de vedação estão no Templo Campinas Brasil,três
0,As montanhas da Serra da Mantiqueira fazem parte do que o ecossistema,Mata Atlântica.
0,Qual jogador de futebol brasileiro foi objeto de cantos de macaco no Estádio Petrovsky,Antônio Gélia
1,onde está a praia de Itacarezinho localizada no Brasil,ITACARÉ.
0,Morretes é uma pequena cidade histórica na costa do qual o estado brasileiro,Paraná.
0,Qual federação de futebol do país alegou que a Bayern Munique estava em falta para o 2011,Brasil
0,Que doença faz a próxima campanha modelo do Brasil contra,câncer de mama
0,O que o polo diz no final de cada caso,CASO CERRADO.
0,Qual porcentagem da taxa metabólica do mamífero o manatee amazônico tem,36%
0,O que é o leste das florestas de Babacu,Caatingas Xeric Shublands.
0,que trouxe doenças para o Brasil durante a guerra,o portugues
1,As Ilhas Abrolhos estão fora da costa da qual estado sul-americano,Estado da Bahia.
0,Quando temporada 5 do ar do Dolos Brasil,"quinta-feira, 10 de junho de 2010"
0,O que Florencia em El Amazonas fez de,uma borboleta
0,Como você canta sozinho em Igdolos Brasil temporada 2,tocando um instrumento
0,Qual foi o ato de terra amazônica promovido como,uma medida de reflorestamento
0,onde estão os Sunsas Orogen localizado na América do Sul,Craton amazônio.
0,onde está a doença laranja encontrada no mundo,Brasil
0,onde o Xingu vive no Brasil,perto do rio Xingu
0,onde é a língua baniwa falada no Brasil,Amazonas.
0,Quanta madeira foi registrada da floresta amazônica entre 1998 e 2004,24 milhões de m3.
1,Quando foi o novo plano de gestão para o Parque Nacional Fernando de Noronha Marine,29 de novembro de 2010.
0,Quando a estação mais chuvosa da Bahia Blanca começa,meses de verão
0,Quantas estações estão lá do hip hop no Brasil,Quatro.
0,De onde vive o Cichla Ocellaris no Brasil?,o rio Branco
0,Quantos ucranianos estão no Brasil agora,600.000.
1,Quanto tempo dura o litoral da Bahia?,"1,103 km."
0,Quando o Brasil se tornou o líder de energia limpa do mundo?,2010
0,quantas arco-íris bonecos brite foram feitas no Brasil,Dois
1,Ilha de são Luis é em qual país,Brasil
0,Qual é o nome do veneno usado pelos amazônicos para aliviar o músculo SP,curare
0,Qual é a maior floresta tropical na América do Sul,floresta amazônica
0,Que tipo de clima é Roxo no Brasil,tropical
0,Qual é a principal ameaça ao manatee amazônico?,poluição
0,Qual é o nome do período amazônico em Marte,A Amazônia
0,O Brasil tem programas para proteger as florestas públicas a partir do que,desmatamento
0,A região do Cerrado do Brasil produz qual tipo de carvão,carvão
0,Em que ano dois trens elétricos colidem no Rio de Janeiro,1958
0,quanto tempo demorou Ghinsberg para sobreviver na selva amazônica,três semanas
0,Onde Sean Goldman seqüestrou,Brasil
1,"Qual cidade é conhecida por suas praias, Samba, Bossa Nova e Bal",Rio de Janeiro
0,Qual cidade no Brasil é famosa por suas montanhas de granito de açúcar,Rio de Janeiro
0,quanto tempo levou o Brasil para treinar seus soldados,dois anos
0,O que impede o crescimento do solo na floresta amazônica,Decadência bacteriana rápida
0,Quantos lugares no avião que caíram no Brasil,186
0,Qual é a maior causa de desertificação no Brasil,desmatamento
0,Qual é o nome da principal estação de trem do Rio de Janeiro,Central do Brasil.
0,Qual floresta tropical tem a maior taxa de sequestro de carbono,floresta amazônica
0,onde butia purpurascens cresce na Espanha,cerrado
0,Onde é a vegetação localizada em Mananciais do Rio Parai do Sul,Bioma da Mata Atlântica.
0,O Brasil se estende ininterrupto de qual rio no norte,Amazonas
0,Quantas espécies de aeglidae estão no Brasil,42
0,Quem dirige treinamento e operações no exército brasileiro,Equipe geral do exército
0,De onde vive o tucano faturado verde no mundo?,Mata Atlântica
0,Plasmodium Brasilianum é uma doença parasita de qual animal,macacos de platirrina
0,Onde Jake vai no livro de Jaguar,Brasil
0,Quando o tordo inchado rufo se tornou uma ave nacional do Brasil?,1966
1,Quem descobriu 244 espécies de peixes nativos da costa brasileira,Rondelet
1,Quantos gêneros de pássaros existem no Brasil?,139
1,Em qual cidade é a Ilha Paquetá,Rio de Janeiro
0,Quantas espécies de peixes de água doce estão no Brasil,mais de 3000.
1,Em qual oceano John Cabot descobriu Hy-Brasil,oceano Atlântico
1,Quem ordenou o primeiro navio de patrulha offshore da Marinha do Brasil,O governo de Trinidad e Tobago
0,qual país sul-americano tem uma rodovia trans-oceânica conectando o Peru e,Brasil
0,Onde está a soja na região amazônica?,ÁREAS CERRADO.
0,Que país faz fronteira Peru no rio Javaria,Brasil
1,Qual é o nome completo do Ministério do Meio Ambiente do Brasil,T.
0,Onde a esmeralda versicolored evita no Brasil?,Interior da floresta primária úmida
0,Qual é a capacidade de armazenamento do aquífero guarani,4
0,onde está a floresta tropical atlântica localizada,Brasil
0,Qual foi a taxa de urbanização no Amazonas em 2006,"77,60%"
0,Que tipo de pássaro zombeteiro está no Brasil,Mockingbird tropical
0,quanto tempo a floresta amazônica sobrevivia em sua forma atual,três anos de seca
0,Quem dirige a instalação de enriquecimento de centrífuga brasileira,Comissão Brasileira de Energia Nuclear
0,que ganhou a segunda temporada de Dolos Brasil,Thaeme mariôto.
1,quão grande é Campo Bahia na praia,15.000 metros quadrados
0,Qual é a principal causa da estrutura da população do deserto de Caatinga,Agricultura intensiva
0,O maior fornecedor do mundo de proteína animal é a JBS SA em que país,Brasil
0,onde a maioria das espécies fúngicas no Brasil vem de,regiões temperadas
0,onde é a maior floresta tropical localizada no mundo,Brasil
0,Que rio Tristan Jones navegava para o Brasil,Rio Paraguai
0,Em que cidade eram tropas britânicas e marinheiros escoltados em terra depois de capturar Fort Bowyer,Rio de Janeiro
1,O que os tiros nas ilhas de Alcatrazes causaram,dano ambiental
0,em que cidade canadense fez o oceanógrafo brasileiro Luis Antonio,Halifax.
0,Quantos dias de chuva a floresta amazônica tem,240
0,Qual rio atravessa Monterrey,Rio de Santa Catarina
0,Quais são os bancos do aquífero guarani chamado,afloramentos
0,Onde você encontra restaurantes brasileiros em Barbad,Costa sul
0,A montanha de Sugarloaf é em que cidade,"Rio de Janeiro, Brasil"
0,Quando vem o milho do Brasil?,estação chuvosa
0,O contador de histórias é definido na tribo amazônica em melhor forma por causa de,Civilização moderna
0,Quem usa astrocarias vulgares para fazer anéis negros,Amazonas indígenas
0,Quem possui Chiron IV em Star Trek Intrepid,Kaibaman.
0,Quais são os assentos de metal em Sala são Paulo,Detalhes de madeira de marfim
0,"De acordo com a lenda amazônica, o que trouxe mandioca para os índios",um bom espírito
0,qual cordilheira é para o leste de Mato Grosso do Sul,Cordilheira de Maracaju.
0,Qual é a maior usina para receber registro de MDL?,Planta hidrelétrica Jirau no Brasil
0,O Palikur é um povo indígena em que o estado brasileiro,Amapá.
1,Quem veio com o parque marinho no Brasil,Congressista luciano pizzatto.
0,Qual é o aspecto mais interessante da governança amazônica?,Anfitriões de iniciativas locais
1,Quando eles pararam de atirar em Ilhas Alcatrazes,1998
0,Quanto tempo demorou para Ghinsberg para sair da selva da Amazônia?,três semanas
0,Qual é a vegetação no Iguape Canane,Mata Atlântica
0,Quem descobriu o marmoset anão no Amazonas,Marc van roosmalen.
0,Pico 31 de Marco é a segunda maior montanha em que país sul-americano,Brasil
0,"De acordo com a lenda da Amazônia, que trouxe o mandioca ao Ind",um bom espírito
0,Quantos territórios indígenas estão no Brasil,672
0,Quais são as duas estações do Caatinga?,inverno
1,Costa Verde é um litoral em que país sul-americano,Brasil
0,A Salvia Confertiflora é nativa a qual país,Brasil
0,Onde o rio Yumurí está vazio,Bahia de Matanzas.
0,A floresta tropical mesoamericana é a segunda apenas para a qual a floresta tropical em tamanho,Amazonas.
0,Quando Pablo Alarcon primeiro jogou pela Amazônia,1990
1,"Monte Brasil é flanqueado por duas baías, uma é a baía do fã",Baía de Angra.
0,Quem trouxe doenças para o Brasil,o portugues
0,quantos grupos étnicos estão lá nas Kichwas amazônicos,dois
0,Quais dois países reivindicam a ilha brasileira,Uruguai
0,A cidade de Manaus está localizada em que a floresta tropical,floresta amazônica
0,De onde vem o gado de Pantaneiro?,a região do Pantanal do Brasil
0,Nomeie o maior peixe do rio no Brasil,Pirarucu.
0,Quem morava no rio são Paulo,Pessoas Tupi.
0,Paraíba do Sul é um rio localizado em que país,Brasil
0,o peixe-boi amazônico é o mais próximo que animais,elefantes
0,Quantos povos brasileiros são indígenas,817.000.
1,Qual é a maior ilha do estado brasileiro de Santa Catarina,Ilha de Papai Noel Catarina.
0,Qual é a terceira montanha mais alta do Brasil?,Pico da Bandeira.
0,Onde as uvas crescem em Santa Catarina?,climas temperados
1,quantas estações estão lá em Fernando de Noronha,dois
0,O forte de Santa Catarina foi construído na boca da qual rio,o rio Arade.
0,Qual era o nome da criança que foi sequestrada dos EUA para o Brasil em,Sean Goldman
0,Quantas espécies de Thysanoptera existem no Brasil?,520
0,Quem foi o primeiro explorador português ao Amazonas,Pedro Teixeira.
0,Onde as mulheres breastes vivem no Brasil?,Bacia do Amazonas
0,O trumai é um povo indígena de qual país,Brasil
0,quão longe é Corumba Lake do estado de Goiás Brasil,10 km.
0,Quais são as principais barreiras à governança ambiental no Brasil,Interesses pessoais
0,Qual país teve mais perda de florestas na década de 1990,Brasil
0,Quem fundou a Philharmonic da Amazonas,Julio Medaglia.
0,"De acordo com a vontade de Mona Simpson, o que teria sido devastado pelo",Floresta amazônica
0,O Latundê são povos indígenas dos quais país sul-americano,Brasil
0,Qual parque nacional equatoriano é a casa de várias tribos amazônicas,Parque Nacional de Yasuni.
0,Quando foi o fogo de circo nitro no Brasil,17 de dezembro de 1961
0,Quando ocorre a temporada de piracema no Brasil?,Outubro a março
0,Quando a planta passiflora edulis veio para o Brasil?,1700
0,onde Maria Novaro ganhou dois prêmios,Festival de cinema Amazonas.
0,Qual foi o ato mais comum de violência na guerra amazônica?,roubo de porco
0,que usou Campo Bahia como seu campo de treinamento,Equipe de futebol nacional da Alemanha
0,Quando o Amazonas celebra o Natal em Navidad,24 de dezembro
0,Quem morava na Amazonas Pré-Colombo,Povos Seminomádicos
0,que bacia fez humboldt mapa em seu livro,a bacia amazônica oriental
0,Quem dirige o Parque Nacional Pau Brasil,Chico Mendes Institute for Biodiversity Conservation
0,que levantou preocupações sobre o uso de etanol no Brasil,grupos ambientais
1,Quando Fernando de Noronha se tornou um Patrimônio Mundial,2001
0,Que tipo de questões o Irã tem com o Brasil?,de Meio Ambiente
0,Qual país da América do Sul tem o maior número de institutos de pesquisa e universidades,Brasil
0,Caatinga está localizado na borda dos quais dois países,Brasil
0,Qual é o nome da maior floresta tropical do mundo?,floresta amazônica
0,Onde foi realizada a conferência do rio Potenji?,Brasil
0,Quantos séculos após a descoberta do rio Amazonas a área do Brasil,Quatro.
0,Que doença é causada pelo plasmodium parasítico Brasilianum,febre de quartá
0,Quantos indígenas estavam no Brasil em 1800,250.000.
0,O Parque Indígena do Xingu está localizado em que estado do Brasil,Mato Grosso.
1,Tambaba é uma das melhores praias em que país,Brasil
1,"Qual cidade é conhecida por suas praias, Samba, Bossa Nova e",Rio de Janeiro
0,Onde você pode falar espanhol amazônico no Brasil?,Departamento de Amazonas da Colômbia
0,em que mês o fluxo do rio Sergipe,agosto
0,Quem é o livro Hans Staden com base em,População indígena do Brasil
0,Qual botanista brasileiro foi um dos primeiros a falar contra o desmatamento,Burle Marx.
0,Por que o Bellbird barbudo é raro no Brasil?,Destruição do habitat.
0,que tipo de garota tinha liz na cidade,Amazônia
0,Quando os judeus amazônicos se converteram ao judeusismo?,2002 e 2004.
0,Quem era o Deus Smith dos Amazonas,Hefestus.
0,"em que país sul-americano é Salvador de Bahia, um litoral",Brasil
0,Onde as aves pretas cobertas de castanheiro vivem na América do Sul,Brasil
0,Que animal foi a principal fonte de renda no Brasil no século XVI,gado
0,qual supercontinente se formou após o rompimento de Baltica e Amazônia,Rodinia.
0,Quem praticou uma escalada de violência em múltiplos estágios,Yanomami do Amazonas
1,Qual bioma é as ilhas dos tamoios,Bioma da Mata Atlântica.
0,Onde fica o rio Canumã na América do Sul,Brasil
0,Onde o Brasil está no número de espécies ameaçadas,oitavo maior
0,Quantos peixes-boi existem na natureza amazônica?,em torno de 10.000.
0,De onde ocorre a história da morte?,"Salvador, Bahia."
1,a baía de todos os santos é em que estado brasileiro,Bahia.
0,Qual é o nome da filha de Casandra em Las Amazonas,Constantza.
0,O que a reserva da Biosfera da Mata Atlântica fez para ajudar,Consciência e Educação Ambiental no Brasil
0,"Qual é o nome da região francesa no exterior da América do Sul, entre o Brasil",Guiana Francesa
0,Que porcentagem de bebês manatee amazônicos nascem em fevereiro,63%
0,Quem fundou a conferência da Amazônia em 1990,Professor Valdir Bento.
0,Qual é o nome para as pastagens do savana no Brasil,Cerrado
0,onde você encontra o pássaro de tinamou solitário,Mata Atlântica do Oriente Brasil
0,Qual país é a última temporada de beastmaster 1,Brasil
0,Qual estado é ao norte do acre,Amazonas.
0,De onde vive do Golden Bellied Capuchin no Brasil?,a Mata Atlântica.
0,Onde fica o Instituto da Amazônia Peruana?,Iquitos.
,Onde o Rio de Janeiro rank em duração do litoral?,terceiro maior
0,"Qual foi a causa do fogo de 1961 em Nitero, Brasil",incêndio culposo
0,Como é adotado o brasão de armas da Amazonas?,Ordenação de montagem de departamento 020
0,Qual é o título inglês de Florencia en El Amazonas,Florencia na Amazônia
0,Quanto tempo o Merganso Brasileiro vive em um rio,oito a dezessete quilômetros
1,O viaduto de Swithland carrega a grande linha central sobre a qual a ilha,Ilha Brasil
0,Raízen é a terceira maior empresa de energia em que país,Brasil
0,Onde os Corydoras Polystictus vivem na América do Sul,Bacia do rio Paraguai no Brasil
0,Quando a floresta amazônica se tornou monocropping?,1970
1,O campo do óleo de Libra está fora da costa de qual cidade,"Rio de Janeiro, Brasil"
1,Onde serão as ilhas virgens em 2016?,"Rio de Janeiro, Brasil"
0,Que tipo de eucalipto é cultivado no cerrado,Pinus.
0,Quem classificado Bahia Honda Key a praia número 1 nos EUA,Dr. Beach.Stephen leatherman.
0,Qual Deus grego derrotou o exército amazônico na Attica,Tesus.
0,Quem escolheu o Rio de Janeiro como sede do tribunal,Rainha Maria I de Portugal
1,Onde estão os petroleiros serem usados no Mar do Norte?,Brasil
0,Qual é o nome oficial da estrada trans-amazônica?,Rodovia Transamazônica.
0,Qual porcentagem da floresta amazônica é no Brasil,60%
1,Ilha Grande é um dos restos mais intocados do Brasil,Floresta tropical atlântica.
0,Quem é o maestro da Orquestra Filarmônica de Amazonas,Luiz Fernando Malheiro.
1,Ponta Negra Beach é em que cidade brasileira,Natal
0,Qual é o nome da Mata Atlântica encontrada em San Pedro,Mata Atlantica.
0,Quantas grandes bacias de drenagem existem no Brasil,oito
0,Quantos olhos tem uma Yacuruna tem na Floresta Amazônica,1
0,A Costa do Marfim é o terceiro maior país produtor de café após a Colômbia e quais outros,Brasil
0,Que tipo de pessoas viveu no Amazonas antes de Columbus,Seminomadic
0,As florestas interiores da Bahia fazem parte do qual bioma,Complexo de bioma de florestas atlânticas
0,Qual é o nome do hino do estado da Amazonas?,Refrão
0,quantos duetos existem no Brasil 5 ª temporada,1
1,Que tipo de baleias vivem nas ilhas Trindade no Brasil,Baleias jubarte.
0,Onde estão as pessoas Pirahã de,Amazon Rainforest no Brasil
0,Lucas do Rio Verde é um rio em que o estado brasileiro,Mato Grosso.
0,A RAPOSA SERRA do SOL é o maior território indígena em que país,Brasil
0,Em qual país a Mata Atlântica Central está localizada,Brasil
0,Qual clube brasileiro perdeu para Bayern de Munique em 1976,Cruzeiro
0,As montanhas do Rio Grande do Sul estão em que país sul-americano,Brasil
0,Qual rio é o cenário para o filme de 2013 'e o vento',Rio Grande do Sul
0,Quem propôs o corredor da Amazônia Ocidental,Ministério do Ministério do Meio Ambiente
0,"Condado de Clay, Indiana é o assento do condado de qual país",Brasil
0,Onde as aves da Amazônia migram para,floresta amazônica
0,onde é a montanha serra de ibiapaba localizada,nordeste do Brasil.
0,Qual é o nome do projeto brasileiro para proteger as tartarugas marinhas,O projeto Tamar.
0,O Parque Nacional de Abrolhos Marine faz parte de,Corredor ecológico da Floresta Atlântica Central
0,As montanhas Orientais de Tepuis mentem entre o Brasil e que outro país,Venezuela
0,onde é o rio Solimo localizado no mundo,Brasil
0,Quanto custa floresta cerrado em Tapajo,2%
0,Qual porcentagem da população brasileira são povos indígenas,"0,40%"
0,onde estavam os jogos de fome pegando fogo lançado,Brasil
0,Quantas estações de hip hop no Brasil,Quatro.
1,Quando as ilhas Alcatrazes começaram a se formar,"pelo menos 2,5 milhões de anos atrás"
0,Quem gerencia o projeto de conservação da Araraw Lear,Instituto Brasileiro de Meio Ambiente e Recursos Naturais Renováveis
0,Qual é o número máximo de assentos no Parlamento Brasileiro,70
0,Qual é a principal fonte de poluição no ouro brasileiro,mercúrio
1,Qual é o nome da estação de pesquisa naval brasileira?,Estação Antártica Comandante Ferraz
0,onde é o parakeet Tui encontrado no Brasil,Bacia do Amazonas
0,Quanta energia Brasil produz de seus recursos hídricos?,75 milhões de MWh por ano
0,Quantos grupos étnicos existem na região amazônica?,mais de 65.
0,que eram colonos brasileiros dependentes de sua sobrevivência,trabalho indígena
0,Quando o General Advogado Federal Brasileiro suspende a licença ambiental provisória,abril de 2010.
0,onde o macaco aranha branco figurado encontrado,Brasil
0,Os Yudjá são indígenas dos quais país sul-americano,Brasil
0,Qual é o principal objetivo de reduzir as emissões do setor agrícola do Brasil,reduzindo o desmatamento
0,O que são povos não contados da floresta amazônica suscetível a,doenças
0,"""Na série de TV"" ""a vida privada de plantas"" "", qual montanha é destaque",Monte Roraima.
0,Qual é o IBA em fuzileiros navais brasileiros?,Armadura do corpo do interceptor.
0,onde foi a mais antiga evidência do assentamento humano encontrado na floresta amazônica,Caverna da Pedra Pintada
0,De onde vive os bumblebees na América do Sul?,Florestas do Brasil
0,Onde é a energia renovável mais comumente usada nos países em desenvolvimento,Brasil
0,Onde o pássaro de manakin capacitado vive,Brasil
0,Quais foram as principais doenças que foram levadas ao Brasil pelos portugueses,gripe
0,De onde veio os poderes de fogo?,Misticismo brasileiro
0,Onde o capitão Pantoja e serviço especial acontecem,Departamento Peruano da Amazonas
0,Quantos indígenas foram escravizados no tráfico de escravos brasileiros,mais de 60.000.
0,Qual é o nome da floresta que corre ao longo da costa do Atlântico de B,A Mata Atlântica
0,Os Amondauas são os indígenas dos quais o país sul-americano,Brasil
0,Quem mora no parque nacional da Amazônia,o povo ticuna
0,qual país sul-americano tem o maior número de espécies de aves de pastagem,Brasil
1,Em qual cidade foi a Cúpula Ambiental da ONU 1992 realizada,Rio de Janeiro
0,Onde a maioria dos povos indígenas vive no Brasil,Reservas indígenas
1,Qual é o nome da estação de pesquisa brasileira,Estação Antártica Comandante Ferraz
1,Quando o grande fragata ficou extinto no Brasil?,1998
0,Qual era o nome da criança que foi sequestrada dos EUA para o Brasil,Sean Goldman
0,Qual pássaro tem a maior riqueza da espécie na Mata Atlântica,Chocolate
0,Qual é o nome do país em que os novos carnaval preocupantes de Elizabeth Bear,Nova amazônica
0,O que fez com que o Apiaca ganhasse o controle da Amazônia,boom de borracha
0,onde fica o parque nacional da Amazon localizado em um mapa do mundo,Brasil
0,o que é a cor do rabo do gato pantanal,Preto
0,Em que país é a Amazônia localizada,Brasil
0,Onde estão as espécies mais ameaçadas encontradas no Brasil,a Mata Atlântica.
0,O primeiro reator de pesquisa nuclear do Brasil foi o,Triga Mark 1.
0,Qual é o nome do thunderbirds do show de TV brasileiro.,Gloob.
0,Qual país tem a maior planta hidrelétrica na América do Sul,Brasil
0,Quando Cabot subiu primeiro o rio Paraná?,1526
0,Que tipo de clima é o Brasil,tropical
0,De onde os montes encontrados no Brasil se originam,a própria ilha
0,Quantas espécies estão no gênero cerradomys,S.
0,O Rio Crerre é uma fronteira entre a Bolívia e que outro país,Brasil
0,Qual rio faz parte da fronteira entre o Brasil e o Uruguai,Rio Uruguai
0,Que porcentagem de vegetação nativa permanece na Mata Atlântica,28%
0,Qual é o nome do estado da cidade criado por Ares e seus Minions,Amazônia
0,TeleMEZONAS tem sua sede em que cidade no Equador,QUITO.
0,onde a canção de ninar da Tora san,"Shibamata, Tóquio"
0,Quando foi o primeiro filme feito na Amazônia,1900
0,Que oceano está na zona sul do Rio de Janeiro,oceano Atlântico
1,Cumbuco está localizado na costa de qual país,Brasil
0,Onde Rigo Tovar se apresentou em Monterrey em 1979,Rio de Santa Catarina
0,Qual é o nome da montanha mais alta do Brasil?,Pico da Neblina
0,que bioma é o parque nacional da serra do cipo em,Cerrado Bioma.
0,Ptychopetalum é nativo a qual área,a floresta amazônica
0,O que a soja foi usada no Brasil no século XX,Forragem animal.
1,qual ilha brasileira ferdinand definiu curso para,Cabo St. Augustine.
0,Quem dirige o centro de treinamento do time de futebol brasileiro,Confederação Brasileira de Futebol
0,Parma Tapirapecó National Park é em que região sul-americana,Amazonas.
0,Quando a floresta amazônica ficou desmatada,1
0,De onde vieram os animais que a que a menina vêm de,Floresta tropical brasileira
0,Quando o rio Javaria começou no Brasil?,1866
0,Quando a história Huerto Cerrado aconteceu?,1960
0,Qual é o nó na maravilha mulher trindade,um nó de freio amazônico
0,Quando o Paraguai e o Brasil estabeleceram uma corporação de hidrelétrica,1973
0,Quem foi eliminado da próxima temporada do modelo de topo do Brasil,Liana
0,Quanto o Brasil dá para ajuda no exterior a cada ano,US $ 1 bilhão
0,O que criou a reserva biológica de Morro dos Seis Lagos,Decreto do Estado da Amazonas 12.836
0,Qual foi o nome original do navio o Geysir,Amazônia
1,em que país sul-americano é a Baía de Guanabara,Brasil
0,O rio Quaraí forma a fronteira entre o Brasil e que outro país,Uruguai
0,Quanto da floresta amazônica tem a agricultura animal é responsável por,até 91%
0,Porto Seguro é um dos últimos trechos de qual floresta,Mata Atlântica
0,A Guiana é limitada pelo Brasil para o norte e que outro oceano para o,o Oceano Atlântico
0,Que tipo de comida é em Salvador Bahia,frutos do mar
0,liborio guaruleira é governador de qual estado sul-americano,Amazonas.
0,Que tipo de planta é cultivada na região do Cerrado,eucalipto
0,O que é considerado o pior desastre ambiental da história da mineração no Brasil,Desastre de barragem de bento rodrigues
0,Quantos judeus amazônicos se estabeleceram em Ramle,cerca de 150.
0,Onde foi a primeira estratégia nacional dos Estados Unidos para a sustentabilidade realizada,Rio de Janeiro
0,De onde vive emmons arroz rato no Brasil?,a floresta amazônica
0,O Parque Estadual Pau Oco protege uma área do que,Mata Atlântica
0,quanto tempo o próximo modelo de topo de Brasil correu,Três temporadas
0,Quantos jogos de fase de grupo o Brasil fez em Arena Pantanal?,Quatro.
0,O que os Gargaréus oferecem aos Amazonas?,sacrifício
1,onde o oceano HMS vai ser desativado,Rio de Janeiro
0,thaumatomyrmex mutilatus é uma espécie de formiga nativa de,Brasil
0,Quantas grandes bacias de drenagem,oito
0,Que tipo de moeda William Barber fez,Amazônia
0,Quem conduziu a orquestra em Aguas da Amazônia,Kristjan Jarvi.
0,Qual é a principal ameaça ao manatee amazônico?,poluição
0,onde é Brasil ordenadas em termos de investimento em energia limpa,segundo
0,Qual rio forma a fronteira entre o Brasil e a Argentina,Rio Uruguai
0,Quando o rio Abacaxis começou a fluir através do Amazonas?,2016
0,Em qual país é a floresta tropical,Brasil
0,Quantas espécies de aves estão em Mato Grosso,mais de 570.
0,Qual região do Peru é servida pelo aeroporto de Jaen,Amazonas.
0,onde está o macaco de titi loiro encontrado no Brasil,Caatinga.
0,Quantas cidades no Brasil protestou contra a crueldade animal,mais de 150.
0,Qual porcentagem da população brasileira vive na Amazon Legal,"12,34%"
0,Quando La Voz Ecuador começou em TeleMEZONAS,2015
0,Acredita-se que a camada superior do quadrângulo AEOLIS tenha se formado durante,o período amazônico
0,Quem escreveu o contador de histórias na selva amazônica,Mario Vargas Llosa.
1,Quantas ilhas estão em Fernando de Noronha National Park,21
0,Que animal é encontrado no mosaico paranapiacaba,jaguar
0,Qual é o nome do palco de cloris no mito de Júpiter?,Amazônia
0,Qual é o nome para a savana brasileira,Cerrado
0,em que estado sul-americano é o parque estadual matupiri,"Amazonas, Brasil"
0,Onde é encontrado o peixe-gato de Schwartz encontrado no Brasil,Bacia do rio Purus
0,Onde os caiçaras vivem no Brasil hoje,Regiões costeiras
0,Qual é outro nome para o rato amazônico?,o rato de pântano comum
0,Que tipo de animais o gato pantanal come,pequenos mamíferos.
0,Quantos indígenas foram mortos pela doença do Brasil,dezenas de milhares
0,Qual foi a taxa de urbanização da Amazonas em 2006,"77,60%"
0,Qual foi o pior acidente de trem no Brasil?,Crash de trem de aracaju.
0,Qual é o nome da fenda entre o Shield Guiana e o Brasil,A Amazon Rift.
0,onde estão os sixray corydoras encontrados no Brasil,A bacia do rio Araguaia superior
0,qual país sul-americano é conhecido como a 'pátria da Amazônia,Brasil
0,onde a maior parte da floresta amazônica vai atrás da guerra,pasto para gado
0,Quando o primeiro Pantanal foi ao ar no Brasil?,27 de março de 1990
0,Que cadeia de montanha é o parque nacional de Cerro de la Estrella,Sierra de Santa Catarina
0,Quem criou os personagens do Brasil e da ilha,Autor irlandês Richard Head
1,Francesco de Pinedo cruzou o Oceano Atlântico a que país,Brasil
0,Qual feriado brasileiro reconhece os povos indígenas do Brasil,Dia indiano
0,O rio Paraná está ligado ao qual outro rio,o rio Paraguai
1,Quem controlou a costa do Brasil no século XVII,português
0,De onde vive os pássaros carmesim.,Brasil
0,"Las Bandidas é um remake of Las Amazonas, em que país é",Venezuela
0,Qual floresta nacional é a maior da reserva extrativa de Jaci Paraná,Bom Futuro National Forest
0,Qual país declarou desmatamento uma emergência nacional,Brasil
0,Qual foi a causa da morte para Luis Alberto del Parana,um derrame cerebral
0,Quando foi a Aguas da Amazônia composta,1993/1999.
0,Onde é o mais desmatamento do mundo,Brasil
0,que trouxe doenças para o Brasil durante o governo espanhol,o portugues
0,Qual é o termo para lacunas no sub-bosque na floresta amazônica,lacunas de luz
0,"De acordo com a lenda da Amazônia, o que nasceu da União de Mani",uma filha
0,Quantos indígenas viviam no Brasil em 1800,250.000.
0,em que produção brasileira li martins desempenhou o papel de filipina,Priscilla - Rainha do deserto
1,Quantos submarinos do tipo 214 o Brasil,Quatro.
1,Qual é o nome da baía do Rio de Janeiro,Baía de Guanabara
