#,Source,book/wikipedia,Passage,Question,Answer,Passagem,Questão,Resposta
372,Rocas_Atoll.txt,wikipedia,The Rocas Atoll (Portuguese: Atol das Rocas [aˈtɔw dɐs ˈʁɔkɐs]) is the only atoll in the South Atlantic Ocean. It belongs to the Brazilian State of Rio Grande do Norte. It is located approximately 260 km (160 mi) northeast of Natal and 145 km (90 mi) west of the Fernando de Noronha archipelago. The atoll is of volcanic origin and coralline formation.,what is the only South Atlantic atoll?,Rocas Atoll,O Atol Rocas (Português: Atol Das Rocas [ATɔW DɐS ʁɔKɐS]) é o único atol no Oceano Atlântico Sul. Pertence ao estado brasileiro do Rio Grande do Norte. Está localizado a aproximadamente 260 km (160 km) nordeste de Natal e 145 km (90 km) a oeste do Arquipélago Fernando de Noronha. O atol é de origem vulcânica e formação coralina.,Qual é o único Atlantic South Atoll?,Rocas atoll.
373,Port_of_Santos.txt,wikipedia,"The location of the city of Santos was chosen at a convenient point for crossing the Serra do Mar mountain range, which is the main obstacle to access the interior. The first railway link from the port to the state capital São Paulo City, 79 km away, and the state's interior, was completed in 1864. This allowed for an easier transportation of the vast masses of migrant workers who headed to São Paulo and the state's numerous coffee farms. The main product exported by Santos until World War II was São Paulo state's huge coffee production, Brazil's largest. Today, coffee has become a smaller component of Brazil's exports and cars, machinery, orange juice, soybeans are now some of the port's main exports.",What made it possible to transport masses of immigrants from the Port of Santos to the city of São Paulo?,The railway link from the port to the state capital São Paulo City.,"A localização da cidade de Santos foi escolhida em um ponto conveniente para atravessar a cordilheira da Serra do Mar, que é o principal obstáculo para acessar o interior. A primeira ligação ferroviária do porto para a capital do estado São Paulo, a 79 km, e o interior do estado, foi concluído em 1864. Isso permitiu um transporte mais fácil das vastas massas de trabalhadores migrantes que se dirigiram a São Paulo e do Estado. Numerosas fazendas de café. O principal produto exportado por Santos até a Segunda Guerra Mundial era a enorme produção de café do estado de São Paulo, a maior do Brasil. Hoje, o café tornou-se um componente menor das exportações e carros do Brasil, máquinas, suco de laranja, soja agora são algumas das principais exportações do porto.",O que tornou possível transportar massas de imigrantes do porto de Santos para a cidade de São Paulo?,A ligação ferroviária do porto para a capital do estado São Paulo.
374,Coastline_of_Brazil.txt,wikipedia,The southernmost point of Brazil is located near the sea at the border with Uruguay within the municipality of Santa Vitória do Palmar. A few kilometers to the north lies the Praia do Cassino which is 245 km long (though other sources measure it as 212 km long). It is considered (especially by those within the country) to be the longest beach in the world although other beaches around the globe are also put forward as the record holders. Nevertheless it is indeed the longest in Brazil.,Which is the longest beach of Brazil?,Praia do Cassino,"O ponto mais meridional do Brasil está localizado perto do mar na fronteira com o Uruguai dentro do município de Santa Vitória do Palmar. Alguns quilômetros para o norte reside a Praia do Cassino, que é de 245 km de comprimento (embora outras fontes medem como 212 km de comprimento). Considera-se (especialmente por aqueles dentro do país) ser a praia mais longa do mundo, embora outras praias em todo o mundo também sejam apresentadas como os detentores de registros. No entanto, é de fato o mais longo do Brasil.",Qual é a praia mais longa do Brasil?,Praia do Cassino.
375,Coastline of Brazil.txt,wikipedia,"Piauí has a coastline of only some 60 km, the shortest of the country. Four cities (Cajueiro da Praia, Ilha Grande Luís Correia and Parnaíba) make up the coast of the state. ",Which Brazilian state accounts for the shortest coastline in the country?,The Piauí state.,"Piauí tem um litoral de apenas cerca de 60 km, o mais curto do país. Quatro cidades (Cajueiro da Praia, Ilha Grande Luís Correia e Parnaíba) compõem a costa do estado.",Qual estado brasileiro é responsável pelo litoral mais curto do país?,O estado de Piauí.
376,Alcatrazes_Islands.txt,wikipedia,"The islands are believed to present their very current format since at least 2.5 million years ago. However, during the last glacial period (in between 85 thousand and 15 thousand years ago), the sea water was receded in such a way that the archipelago was actually a mountain still connected to the continent.Alcatrazes is formed by five main islands. The biggest one is known as Alcatrazes Island (2.5 km long with an area of 170 hectares (420 acres)) and the other ones are called da Sapata, do Paredão, do Porto (or do Farol) and do Sul. There are also four unnamed islets; five lajes (Dupla, Singela, do Paredão, do Farol and Negra); and two placers (Nordeste and Sudeste). Its depth can reach 50 m. Its total oceanic coverage is of 67,000 hectares (170,000 acres).The highest point of the archipelago is the Boa Vista (or dos Alcatrazes) Peak, 316 m high. Another peak is do Oratório at 154 m. The islands' faces are marked by rocky, steep walls that can reach up to 200 metres (660 ft) in height. Between the southern and eastern arms of the main island is the Saco do Funil, the most protected part of the island and the place where the Brazilian Navy used to practice shooting (see details in the ""History"" section below).The Farol Island, also known as Porto Island, has a 7m tall lighthouse (hence its name; ""farol"" is Portuguese for lighthouse).",How high are the rocky walls of Alcatrazes?,200m,"Acredita-se que as ilhas apresentem seu formato atual desde pelo menos 2,5 milhões de anos atrás. No entanto, durante o último período glacial (entre 85 mil e 15 mil anos atrás), a água do mar foi recuada de tal forma que o arquipélago era na verdade uma montanha ainda conectada ao continente.Alcatrazes é formado por cinco ilhas principais. O maior é conhecido como Ilha Alcatrazes (2,5 km de comprimento com uma área de 170 hectares (420 acres)) e os outros são chamados da Sapata, do Paredão, do Porto (ou do Farol) e do Sul. Há também quatro ilhotas sem nome; Cinco Lajes (Dupla, Singela, Paredão, Do Farol e Negra); e dois placers (Nordeste e Sudeste). Sua profundidade pode atingir 50 m. Sua cobertura oceânica total é de 67.000 hectares (170.000 acres). O ponto mais alto do arquipélago é o pico de Boa Vista (ou alcatrazes), 316 m de altura. Outro pico é Oratrio a 154 m. Os rostos das ilhas são marcados por paredes rochosas e íngremes que podem atingir até 200 metros (660 pés) de altura. Entre os braços do sul e oriental da ilha principal é o Saco do Funil, a parte mais protegida da ilha e o lugar onde a Marinha brasileira costumava praticar tiroteio (ver detalhes na seção ""História"" abaixo). A ilha de Farol, Também conhecido como Porto Island, tem um farol alto de 7m (daí seu nome; ""Farol"" é português para farol).",Quão altas são as paredes rochosas de Alcatrazes?,200m.
377,Fernando_de_Noronha.txt,wikipedia,"Assuming Quaresma is indeed Fernando de Noronha then who discovered it? One proposal is that it was discovered by a royal Portuguese mapping expedition that was sent out in May 1501 commanded by an unknown captain (possibly André Gonçalves) and also accompanied by Amerigo Vespucci. According to Vespucci this expedition returned to Lisbon in September 1502 just on time to influence the final composition of the Cantino map. Unfortunately Vespucci does not report discovering this island then – indeed he is quite clear that the first time he (and his fellow sailors) saw the island was on the 1503 Coelho expedition. However there is a letter written by an Italian saying that a ship arrived ""from the land of Parrots"" in Lisbon on July 22 1502 (three months before Vespucci). This could be a stray ship from the mapping expedition that returned prematurely or another expedition altogether about which we have no information. The timing of its reputed arrival (July 1502) makes it possible that it stumbled on the island sometime in March 1502 on the homeward voyage well within Lent.A third possible (but unlikely) theory is that the island was discovered already in 1500 shortly after the discovery of Brazil by the Second India Armada under Pedro Alvares Cabral. After his brief landfall at Porto Seguro Cabral dispatched a supply ship under either Gaspar de Lemos or André Gonçalves (sources conflict) back to Lisbon to report the discovery. This returning supply ship would have returned north along the Brazilian coast and might have come across Fernando de Noronha island and reported its existence in Lisbon by July 1500. However this contradicts the Quaresma name since the returning supply ship was sailing well after Lent.",The island of Fernando de Noronha could have been known under what other name?,Quaresma,"Assumindo que Quaresma é de fato Fernando de Noronha, em seguida, quem descobriu? Uma proposta é que foi descoberto por uma expedição real de mapeamento portuguesa que foi enviada em maio de 1501 comandada por um capitão desconhecido (possivelmente André Gonçalves) e também acompanhado por Amerigo Vespucci. De acordo com Vespucci, esta expedição retornou a Lisboa em 1502 de setembro, na hora certa para influenciar a composição final do mapa do Cantino. Infelizmente, o Vespucci não informa a descoberta desta ilha e, na verdade, ele é bem claro que a primeira vez que ele (e seus colegas marinheiros) viam a ilha estava na 1503 Coelho Expedition. No entanto, há uma carta escrita por um italiano dizendo que um navio chegou ""da terra dos papagaios"" em Lisboa em 22 de julho de 1502 (três meses antes de Vespucci). Este poderia ser um navio vadio da expedição de mapeamento que retornou prematuramente ou outra expedição sobre a qual não temos informações. O tempo de sua chegada de reputação (julho de 1502) torna possível que ele tropeçou na ilha em algum momento em março de 1502 na via de referência bem dentro da Terra do terceiro possível (mas improvável) é que a ilha já foi descoberta em 1500 A descoberta do Brasil pela segunda Índia Armada sob Pedro Alvares Cabral. Após sua breve aterragem no Porto Seguro Cabral despachado um navio de abastecimento sob a GASPAR DE LEMOS ou André Gonçalves (conflito de fontes) de volta a Lisboa para relatar a descoberta. Este navio de fornecimento de retorno teria retornado ao norte ao longo da costa brasileira e poderia ter se deparado com a Ilha Fernando de Noronha e relatou sua existência em Lisboa até 1500 de julho. No entanto, isso contradiz o nome de quaresma, uma vez que o navio de fornecimento de retorno estava navegando bem depois da Lent.",A ilha de Fernando de Noronha poderia ter sido conhecida sob o outro nome?,Quaresma
378,Projeto_TAMAR.txt,wikipedia,Although the initial purpose was to protect sea turtles only the project grew and became concerned with sharks and all the sea wildlife as they are part of the environment in which the sea turtles live. All actions by the project intend to preserve wildlife concern people about environment and create sustainable places for the procreation of the species protected by TAMAR.,Which animals were the protection focus of the TAMAR project at the time of its creation?,Sea turtles.,Embora o propósito inicial fosse proteger as tartarugas marinhas apenas o projeto cresceu e ficou preocupado com os tubarões e toda a vida selvagem do mar como fazem parte do meio ambiente em que vivem as tartarugas marinhas. Todas as ações do projeto pretendem preservar a vida selvagem diz respeito às pessoas sobre o meio ambiente e criar lugares sustentáveis ​​para a procriação das espécies protegidas por Tamar.,Quais animais foram o foco de proteção do projeto Tamar no momento da sua criação?,Tartarugas marinhas.
379,Ilha_Grande.txt,wikipedia,Small-scale ecotourism is being encouraged on the island. Although it has no roads and motorised vehicles are banned the island has more than 150 km (93 mi) of hiking trails connecting all the coastal villages and hamlets. Lodgings have been made available near many of island's 100 unspoilt beaches. One of the most popular activities for visitors is to trek to Lopes Mendes beach about a two-hour hike from Abraao. Travel companies are now offering sight-seeing trips to see the island's various beaches mountains trails and waterfalls.,How long does it takes to hike from Abraao beach to Lopes Mendes beach in Ilha Grande?,It is a two-hour hike.,O ecoturismo de pequena escala está sendo encorajado na ilha. Embora não tenha estradas e veículos motorizados sejam banidos a ilha tem mais de 150 km (93 km) de trilhas de caminhada conectando todas as aldeias costeiras e aldeias. Os alojamentos foram disponibilizados perto de muitas das 100 praias intocadas da ilha. Uma das atividades mais populares para os visitantes é Trek para Lopes Mendes Beach sobre uma caminhada de duas horas de Abraao. As empresas de viagem estão agora oferecendo viagens de visão para ver as várias trilhas e cachoeiras das montanhas da ilha e cachoeiras.,Quanto tempo leva para caminhar de Abraao Beach para Lopes Mendes Beach em Ilha Grande?,É uma caminhada de duas horas.
380,Santos_Basin.txt,wikipedia,Exploration in the Santos Basin started in the 1970s. Between 1970 and 1987 59 dry wells were drilled with one discovery in Santonian turbidites in 1979 Merluza Field. From 1988 to 1998 45 wells were drilled in the basin providing small discoveries with the 30 million barrels (4.8 million cubic metres) of oil equivalent Tubarão Field discovered in 1988. Eighty-one wells were drilled from 1999 to 2005 leading to the discovery of the Mexilhão Field. Exploration boomed between 2006 and 2012 with 166 wells and the giant Tupi field (8 BBOE) discovered at the Tupi prospect in 2006. In 2013 the Sagitário Field was discovered in the sub-salt carbonates at a water depth of 1871 metres (6138 ft) and a true vertical depth of 6150 metres (20180 ft).In 2014 the pre-salt reservoirs of the Santos Basin produced more than 250 thousand barrels per day (40×10^3 m3/d). Thanks to the pre-salt production compensating for the declining post-salt production the total oil production of Brazil rose above 2500 thousand barrels per day (400×10^3 m3/d) in April 2016. The Lapa Field originally named Carioca was taken in production in December 2016. In 2017 the Santos Basin accounted for 35% of Brazil's oil with the Campos Basin at 55%. In the same year 76 blocks were open for bidding in the Santos Basin.,When did the exploration of Santos Basin started?,In the 1970s.,"A exploração na bacia de Santos começou na década de 1970. Entre 1970 e 1987 59 poços secos foram perfurados com uma descoberta em turbidites santonais em 1979 Merluza. De 1988 a 1998, 45 poços foram perfurados na bacia que fornecem pequenas descobertas com os 30 milhões de barris (4,8 milhões de metros cúbicos) de campo de Tubarão equivalente a óleo descoberto em 1988. Oitenta e um poços foram perfurados de 1999 a 2005, levando à descoberta do Campo de Mexilhão. Exploração explorada entre 2006 e 2012 com 166 poços e campo de tupi gigante (8 bBOE) descoberto na perspectiva de Tupi em 2006. Em 2013, o campo Sagitário foi descoberto nos sub-sal carbonatos a uma profundidade de água (6138 pés) de 1871 metros e uma verdadeira profundidade vertical de 6150 metros (20180 ft). A partir de 2014, os reservatórios pré-sal da bacia de Santos produziam mais de 250 mil barris por dia (40 × 10 ^ 3 m3 / d). Graças à produção pré-sal, compensando a produção pós-sal declinante, a produção total de petróleo do Brasil subiu acima de 2500 mil barris por dia (400 × 10 ^ 3 m3 / d) em abril de 2016. O campo da Lapa originalmente nomeou Carioca Na produção em dezembro de 2016. Em 2017, a Bacia de Santos representou 35% do óleo do Brasil com a Bacia de Campos em 55%. No mesmo ano, 76 blocos estavam abertos para licitação na Bacia de Santos.",Quando a exploração da Bacia de Santos começou?,Na década de 1970.
381,Santos_Basin.txt,wikipedia,Exploration in the Santos Basin started in the 1970s. Between 1970 and 1987 59 dry wells were drilled with one discovery in Santonian turbidites in 1979 Merluza Field. From 1988 to 1998 45 wells were drilled in the basin providing small discoveries with the 30 million barrels (4.8 million cubic metres) of oil equivalent Tubarão Field discovered in 1988. Eighty-one wells were drilled from 1999 to 2005 leading to the discovery of the Mexilhão Field. Exploration boomed between 2006 and 2012 with 166 wells and the giant Tupi field (8 BBOE) discovered at the Tupi prospect in 2006. In 2013 the Sagitário Field was discovered in the sub-salt carbonates at a water depth of 1871 metres (6138 ft) and a true vertical depth of 6150 metres (20180 ft).In 2014 the pre-salt reservoirs of the Santos Basin produced more than 250 thousand barrels per day (40×10^3 m3/d). Thanks to the pre-salt production compensating for the declining post-salt production the total oil production of Brazil rose above 2500 thousand barrels per day (400×10^3 m3/d) in April 2016. The Lapa Field originally named Carioca was taken in production in December 2016. In 2017 the Santos Basin accounted for 35% of Brazil's oil with the Campos Basin at 55%. In the same year 76 blocks were open for bidding in the Santos Basin.,When the Tupi field started to be explored?,In 2006.,"A exploração na bacia de Santos começou na década de 1970. Entre 1970 e 1987 59 poços secos foram perfurados com uma descoberta em turbidites santonais em 1979 Merluza. De 1988 a 1998, 45 poços foram perfurados na bacia que fornecem pequenas descobertas com os 30 milhões de barris (4,8 milhões de metros cúbicos) de campo de Tubarão equivalente a óleo descoberto em 1988. Oitenta e um poços foram perfurados de 1999 a 2005, levando à descoberta do Campo de Mexilhão. Exploração explorada entre 2006 e 2012 com 166 poços e campo de tupi gigante (8 bBOE) descoberto na perspectiva de Tupi em 2006. Em 2013, o campo Sagitário foi descoberto nos sub-sal carbonatos a uma profundidade de água (6138 pés) de 1871 metros e uma verdadeira profundidade vertical de 6150 metros (20180 ft). A partir de 2014, os reservatórios pré-sal da bacia de Santos produziam mais de 250 mil barris por dia (40 × 10 ^ 3 m3 / d). Graças à produção pré-sal, compensando a produção pós-sal declinante, a produção total de petróleo do Brasil subiu acima de 2500 mil barris por dia (400 × 10 ^ 3 m3 / d) em abril de 2016. O campo da Lapa originalmente nomeou Carioca Na produção em dezembro de 2016. Em 2017, a Bacia de Santos representou 35% do óleo do Brasil com a Bacia de Campos em 55%. No mesmo ano, 76 blocos estavam abertos para licitação na Bacia de Santos.",Quando o campo Tupi começou a ser explorado?,Em 2006.
382,Ilha_da_Queimada_Grande.txt,wikipedia,The island was the only home of the critically endangered venomous Bothrops insularis (golden lancehead pit viper) which has a diet of birds. The snakes became trapped on the island when rising sea levels covered up the land that connected it to the mainland. The ensuing selection pressure allowed the snakes to adapt to their new environment increasing rapidly in population and rendering the island dangerous to public visitation.,Why are there only golden lancehead pit viper on Queimada Grande Island?,The snakes became trapped on the island when rising sea levels covered up the land that connected it to the mainland.,"A ilha era a única casa da criticamente ameaçada de Bothrops venenosas insulares (Golden Lancehead Pit Viper), que tem uma dieta de aves. As cobras ficam presas na ilha quando o aumento dos níveis do mar cobria a terra que o conectaram ao continente. A pressão de seleção resultante permitiu que as cobras se adaptassem ao seu novo ambiente aumentando rapidamente na população e tornando a ilha perigosa à visitação pública.",Por que há apenas Golden Lancehead Pit Viper na Ilha de Queimada Grande?,As cobras ficam presas na ilha quando o aumento dos níveis do mar cobria a terra que o conectaram ao continente.
383,Pre_salt_layer.txt,wikipedia,The oil reserves found in the pre-salt layer of the Brazilian coast are within the maritime area considered exclusive economic zone of Brazil. They are reserves with oil considered of medium to high quality according to the API scale. The set of pre-salt oil fields extends along the coast from the state of Espírito Santo in the north as far as Santa Catarina in the south where the ocean depths range from 1000 to 2000 meters and is found between 4000 and 6000 meters deep in the subsoil thus reaching up to 8000 meters below sea level including a salt layer ranging from 200 to 2000 meters thick.,What is the quality of the oil found at the blue amazon?,medium to high quality.,"As reservas de petróleo encontradas na camada pré-sal da costa brasileira estão dentro da área marítima considerada zona econômica exclusiva do Brasil. Eles são reservas com óleo considerado de média a alta qualidade de acordo com a escala da API. O conjunto de campos de petróleo pré-sal se estende ao longo da costa do estado do Espírito Santo no norte até o Santa Catarina, no sul, onde as profundezas oceânicas variam de 1000 a 2000 metros e é encontrada entre 4000 e 6000 metros de profundidade Assim, atingindo até 8000 metros abaixo do nível do mar, incluindo uma camada de sal variando de 200 a 2000 metros de espessura.",Qual é a qualidade do óleo encontrado na Amazônia azul?,média a alta qualidade.
384,Ganabara_Bay.txt,wikipedia,"Guanabara Bay (Portuguese: Baía de Guanabara, IPA: [ɡwanaˈbaɾɐ]) is an oceanic bay located in Southeast Brazil in the state of Rio de Janeiro. On its western shore lies the cities of Rio de Janeiro and Duque de Caxias, and on its eastern shore the cities of Niterói and São Gonçalo. Four other municipalities surround the bay's shores. Guanabara Bay is the second largest bay in area in Brazil (after the All Saints' Bay), at 412 square kilometres (159 sq mi), with a perimeter of 143 kilometres (89 mi).",Where is Guanabara Bay located?,southeastern Brazil in the state of Rio de Janeiro,"Guanabara Bay (Português: Baía de Guanabara, IPA: [ɡwanabaɾɐ]) é uma baía oceânica localizada no sudeste do Brasil no estado do Rio de Janeiro. Em sua costa ocidental, encontra-se as cidades do Rio de Janeiro e Duque de Caxias, e em sua costa oriental as cidades de Niterói e São Gonçalo. Quatro outros municípios cercam as margens da baía. Guanabara Bay é a segunda maior baía de área no Brasil (após a baía de todos os santos), em 412 quilômetros quadrados (159 mi), com um perímetro de 143 quilômetros (89 mi).",Onde está localizada a Baía de Guanabara?,Sudeste do Brasil no estado do Rio de Janeiro
385,Saint_Peter_and_Saint_Paul_Archipelago.txt,wikipedia,South Islet: 943 square metres (0.233 acres).Their base is over 3650 metres (11980 ft) below sea level.None of the islets has a permanent fresh water supply available.,How many islets have a fresh water supply in the Saint Peter and Saint Paul Archipelago?,None,"Ilha do Sul: 943 metros quadrados (0,233 acres) .a base é mais de 3650 metros (11980 pés abaixo do nível do mar.None das ilhotas tem um abastecimento permanente de água doce disponível.",Quantas ilhotas têm um suprimento de água doce no São Pedro e Arquipélago de Saint Paul?,Nenhum
386,Exclusive_economic_zone_of_Brazil.txt,wikipedia,The Blue Amazon (Portuguese: A Amazônia Azul) or Brazilian maritime territory (Portuguese: território marítimo brasileiro) is the exclusive economic zone (EEZ) of Brazil. It is an offshore area of 3.6 million square km on the Brazilian coast rich in marine biodiversity and energy resources. The size is equivalent to the surface of the Amazon rainforest. The name is a reference to the biologically rich region of the Brazilian Amazon with the addition of the adjective blue denoting the ocean.,Is the size of blue amazon comparable to the amazon rainforest?,yes.,"A Amazon Blue (Português: A Amazônia Azul) ou Território Marítimo Brasileiro (Português: Território Marítimo Brasileiro) é a zona econômica exclusiva (eez) do Brasil. É uma área offshore de 3,6 milhões de quilômetros quadrados na costa brasileira rica em biodiversidade marinha e recursos energéticos. O tamanho é equivalente à superfície da floresta amazônica. O nome é uma referência à região biologicamente rica da Amazônia brasileira com a adição do azul adjetivo denotando o oceano.",É o tamanho da amazona azul comparável à floresta amazônica?,sim.
387,Alcatrazes_Islands.txt,wikipedia,"Some 10,000 birds live in the archipelago, with over 100 different confirmed species, including endangered ones like the American oystercatcher and the South American tern.In the waters surrounding the archipelago, several species live among the grooved brain corals, including 400 species of invertebrates and between 200 and 250 species of fish, a number superior to anywhere else in Brazil, including the much bigger Fernando de Noronha archipelago, with 150 species. The place is also visited by cetaceans. The not so long but also not so short distance between island and continent combined with the fact that it is located in a transition zone of warm tropical waters to colder subtropical ones make for the big diversity of fishes.The sea around the islands wouldn't receive much attention until the 1990s, because diving was not yet regarded as a true scientific tool in Brazil. It was in the archipelago that such reality began to change.Beside the Navy exercises, another threat to the local ecosystem is the sea pollution, be it from chemical dejects (which contaminate the plankton and, consequently, the whole food chain involved with it) or incorrectly disposed waste. The invasive orange cup coral is another risk to the local fauna. They were first detected in 2011 and, since then, they are monitored and removed so they do not become a plague, although its eradication is no longer considered possible to achieve.",What is the natural threat to the Alcatrazes ecosystem?,the coral invader in orange bowl,"Cerca de 10.000 pássaros vivem no arquipélago, com mais de 100 espécies confirmadas diferentes, incluindo as amêndicas como o ostérrilo americano e o Tern da América do Sul. Nas águas que cercam o arquipélago, várias espécies vivem entre os corais cerebrais sulcados, incluindo 400 espécies de invertebrados e Entre 200 e 250 espécies de peixes, um número superior a qualquer outro lugar no Brasil, incluindo o muito maior Arquipélago de Fernando de Noronha, com 150 espécies. O local também é visitado por cetáceos. Os não tão longos, mas também não tão curta distância entre a ilha e o continente combinado com o fato de que está localizado em uma zona de transição de águas tropicais quentes para as subtropicais mais frias fazem para a grande diversidade de peixes. O mar ao redor das ilhas não Receba muita atenção até a década de 1990, porque o mergulho ainda não foi considerado como uma verdadeira ferramenta científica no Brasil. Foi no arquipélago que essa realidade começou a mudar.Beside os exercícios da Marinha, outra ameaça ao ecossistema local é a poluição do mar, seja de produtos químicos de desenhos (que contaminam o plâncton e, consequentemente, toda a cadeia alimentar envolvida) ou desperdício incorretamente disposto. O copo de laranja invasivo coral é outro risco para a fauna local. Eles foram detectados pela primeira vez em 2011 e, desde então, são monitorados e removidos para que não se tornem uma praga, embora sua erradicação não seja mais considerada possível.",Qual é a ameaça natural ao ecossistema de Alcatrazes?,O invasor de corais na tigela laranja
388,Coastline_of_Brazil.txt,wikipedia,In São Paulo there are famous coastal cities like Guarujá São Sebastião and Ilhabela. The northern half of the coastline of São Paulo as well as half the coastline of Rio de Janeiro are the only ones in Brazil to face the south (if small bays and islands spread in the rest of the country are not taken into account).,what are the only coastlines in brazil to face south?,northern half of the coastline of São Paulo and south coastline of Rio de Janeiro,"Em São Paulo, há famosas cidades costeiras como Guarujá São Sebastião e Ilhabela. A metade do norte do litoral de São Paulo, bem como metade do litoral do Rio de Janeiro, são os únicos no Brasil a enfrentar o sul (se pequenas baías e ilhas se espalharem no resto do país não são levadas em conta).",Quais são as únicas costas no Brasil para enfrentar o sul?,Metade do norte do litoral de São Paulo e Litoral do Sul do Rio de Janeiro
389,Port_of_Santos.txt,wikipedia,"The Port of Santos (in Portuguese: Porto de Santos) is located in the city of Santos, state of São Paulo, Brazil. As of 2006, it is the busiest container port in Latin America.It possesses a wide variety of cargo handling terminals—solid and liquid bulk, containers, and general loads. It is Brazil's leading port in container traffic. The terrestrial access system to the port is made up by the Anchieta and Imigrantes highways and by the railroads operated by Ferroban and MRS.",Which is the Brazil's leading port in container traffic?,The Port of Santos.,"O Porto de Santos (em Português: Porto de Santos) está localizado na cidade de Santos, estado de São Paulo, Brasil. A partir de 2006, é o porto de contêiner mais movimentado na América Latina.é possui uma grande variedade de terminais de manuseio de carga - sólido e líquido a granel, contêineres e cargas gerais. É o porto principal do Brasil no tráfego de contêineres. O sistema de acesso terrestre ao porto é composto pelas rodovias de Anchieta e Imigrantes e pelas ferrovias operadas pela Ferroban e pela Sra.",Qual é o porto líder do Brasil no tráfego de contêineres?,O porto de Santos.
390,Port_of_Rio_de_Janeiro.txt,wikipedia,The port and the area around it is undergoing massive development program for the 2016 Summer Olympics. The Porto Maravilha project includes the reconstruction of 700 kilometres (430 miles) of urban infrastructure (water sewage drainage) the construction of 17 kilometres (11 miles) of bike paths and the demolition of the Elevado do Perimetral an elevated highway connecting downtown Rio to the city's south side. The plans also include the Rio de Janeiro Light Rail (VLT do Rio de Janeiro or VLT Carioca) a 30-kilometre (18.6-mile) light rail system linking the region to the subway ferries and bus stations. The project covers seven neighborhoods spread out over five million square metres (1.9 square miles): Centro Santo Cristo Boa Saúde Gamboa São Cristóvão Cidade Nova and Caju envisages the development of the region based on the principles of sustainability with the restructuring of streets squares and avenues bringing improved quality of life for current and future residents inhabitants of the hill of Gamboa.,How many kilometers of reconstruction of urban infrastructure did the Porto Maravilha project included?,700 kilometers,"O porto e a área ao redor estão passando por Programa de Desenvolvimento Massivo para as Olimpíadas de Verão de 2016. O projeto Porto Maravilha inclui a reconstrução de 700 quilômetros (430 milhas) de infraestrutura urbana (drenagem de esgoto de água) a construção de 17 quilômetros (11 milhas) de ciclovias e a demolição do Elevado de perimetral uma rodovia elevada, ligando no centro do centro lado sul da cidade. Os planos também incluem o trilho de luz do Rio de Janeiro (VLT do Rio de Janeiro ou VLT Carioca) um sistema de trilho de 30 quilômetros (18,6 milhas) ligando a região a ferries e estações de ônibus. O projeto abrange sete bairros espalhados por mais de cinco milhões de metros quadrados (1.9 milhas quadradas): Centro Santo Cristo Boa Saúde Gamboa São Cristóvão Cidade Nova e Caju prevêem o desenvolvimento da região com base nos princípios de sustentabilidade com a reestruturação de quadrados e avenidas de ruas trazendo melhor qualidade de vida para moradores atuais e futuros habitantes da colina de gamboa.",Quantos quilômetros de reconstrução de infraestrutura urbana o projeto do Porto Maravilhalha incluía?,700 quilômetros
391,coastal_fisheries_of_brazil_4.txt,book,Artisanal fishers are organized into fishing guilds (colônias de pesca) similar to the Iberian guilds created originally by the Brazilian Navy. The objective for the creation of these guilds was to organize the fishing communities spread out along the coast into reserves for the Navy. The directors of the colônias are elected by fishers who are legal members of the colônias and the directors in turn elect the president of the Provincial Federation. The president of the National Confederation was personally nominated by the agriculture minister to which the fishing sector was institutionally attached until 1989.,Why were the Iberian guilds originally created?,For the Brazilian Navy,Os pescadores artesanais são organizados em guildas de pesca (Colônia de Pesca) semelhantes às guildas ibéricas criadas originalmente pela Marinha Brasileira. O objetivo da criação dessas guildas era organizar as comunidades de pesca se espalhar ao longo da costa em reservas para a Marinha. Os diretores das Colônia são eleitos por pescadores que os membros legais das colônia e os diretores electam o presidente da Federação Provincial. O Presidente da Confederação Nacional foi pessoalmente nomeado pelo ministro da agricultura aos quais o setor de pesca foi institucionalmente ligado até 1989.,Por que as guildas ibéricas foram originalmente criadas?,Para a Marinha Brasileira
392,Coastline_of_Brazil.txt,wikipedia,The southernmost point of Brazil is located near the sea at the border with Uruguay within the municipality of Santa Vitória do Palmar. A few kilometers to the north lies the Praia do Cassino which is 245 km long (though other sources measure it as 212 km long). It is considered (especially by those within the country) to be the longest beach in the world although other beaches around the globe are also put forward as the record holders. Nevertheless it is indeed the longest in Brazil.,How many Brazilian states have no coast?,9 Brazilian states.,"O ponto mais meridional do Brasil está localizado perto do mar na fronteira com o Uruguai dentro do município de Santa Vitória do Palmar. Alguns quilômetros para o norte reside a Praia do Cassino, que é de 245 km de comprimento (embora outras fontes medem como 212 km de comprimento). Considera-se (especialmente por aqueles dentro do país) ser a praia mais longa do mundo, embora outras praias em todo o mundo também sejam apresentadas como os detentores de registros. No entanto, é de fato o mais longo do Brasil.",Quantos estados brasileiros não têm costa?,9 estados brasileiros.
